saleid|itemid|customerid|storeid|time|qty|pricerange
26516|10392|19018|97|73|4|1 
27822|8020|5746|33|1|31|3
20950|6276|12056|83|73|30|4
57259|12720|8444|86|95|2|1 
82217|6645|2470|28|73|41|1 
40610|11772|11300|28|31|6|5
21875|12941|6269|99|73|50|1 
33329|10614|11084|29|73|31|1 
1639|9546|7475|79|95|49|2
35453|10830|8397|48|73|30|1 
12419|9467|7036|17|73|38|2
95332|12197|3278|60|92|41|1 
14211|11508|13227|58|95|11|2
17595|8734|19229|29|73|3|1 
39547|6877|3474|84|73|19|5
50592|8846|19846|1|73|48|2
89554|114|1938|25|73|22|1 
79446|9698|8049|80|19|47|1 
9139|11495|3796|37|73|4|2
95604|6582|1117|74|73|28|1 
28607|10452|5746|32|73|33|4
95280|11801|8464|2|73|9|1 
93905|8553|17162|27|73|6|1 
1980|7624|8397|65|16|19|3
68918|7474|8397|42|73|28|3
75213|9470|9040|43|73|29|1 
79173|9078|8397|80|59|2|1 
62371|10949|5746|11|73|34|5
93166|13649|11383|53|40|43|2
9115|7717|8397|43|16|45|1 
43878|6725|19466|47|44|48|1 
80698|12612|5240|71|73|8|1 
94819|9308|10993|3|26|48|4
36975|9185|18518|44|16|7|4
35844|9767|11750|34|50|22|1 
55597|10698|2020|92|16|45|1 
10507|9322|5694|6|73|14|1 
71746|9481|10098|71|89|12|4
71531|8799|16719|67|95|21|1 
22075|13116|5246|64|61|20|4
11948|9691|7709|62|73|23|1 
96314|11493|5746|25|95|8|4
46183|12235|16614|22|48|11|1 
56814|10793|1633|45|92|36|5
2908|4603|8397|42|73|46|3
41511|8041|6381|82|73|36|5
90857|11300|15676|28|48|24|2
11949|17865|8397|94|73|7|4
6389|7611|11356|39|73|47|1 
11345|11192|4689|64|63|36|2
60376|10849|14689|64|73|33|1 
39649|11880|17880|28|90|21|1 
99516|1650|14025|74|16|4|1 
81620|11328|17880|36|73|31|1 
51334|13666|8397|59|73|47|1 
49314|9869|12130|29|50|3|1 
34666|8365|5746|15|73|50|1 
16363|8640|8397|16|73|38|1 
30965|8300|3438|83|28|48|2
78662|7654|1343|67|95|13|1 
80895|11131|732|87|92|3|1 
55327|8340|8397|47|63|22|1 
24012|12486|7969|90|40|34|1 
89093|9082|17165|5|73|16|5
70786|9152|8634|36|92|31|5
18797|10542|4837|34|72|35|1 
68144|11813|8397|83|73|23|1 
40661|10378|14494|45|26|47|1 
67395|9408|8397|79|92|42|1 
53292|10467|1530|37|56|14|1 
43435|8682|18955|85|79|36|1 
92889|12006|11582|29|73|27|1 
25441|10318|19255|18|82|17|3
26848|12044|19072|43|97|44|1 
31126|9863|19445|24|43|49|1 
63222|6753|4973|76|73|7|1 
5526|12034|3716|94|92|19|1 
62314|7139|523|56|73|48|1 
81820|10018|12767|49|9|21|2
32239|9496|8397|52|73|26|2
2220|13748|17958|81|73|29|1 
57428|8214|14868|62|16|34|1 
7164|8471|3412|64|73|30|1 
11671|10642|8397|29|70|14|1 
99173|6256|16719|54|79|45|4
18579|10690|17880|7|73|23|1 
87862|11319|8397|22|22|22|4
27055|9024|18262|73|73|39|1 
4703|8323|8346|78|73|43|1 
80317|6489|8397|39|73|38|3
36292|12064|16995|19|67|24|1 
26744|8665|5746|6|73|26|1 
28170|9646|3166|91|95|44|1 
22357|9068|5696|7|41|20|2
91518|12217|10540|49|73|46|1 
96685|10431|6080|55|43|15|1 
10189|8690|17255|36|48|3|1 
5945|7007|15606|62|35|37|1 
28397|11230|8397|8|35|43|2
38733|10477|10055|80|95|43|1 
82521|7382|11323|12|73|17|3
58192|9112|8397|58|26|39|5
46295|7537|14618|37|73|41|4
60593|8873|17790|80|73|41|1 
92406|19748|15012|93|99|14|1 
47208|11147|6387|11|73|39|1 
23663|9144|17050|57|29|38|2
24922|6969|6018|58|16|22|1 
20021|13125|8939|30|73|38|1 
30126|7655|6967|14|73|44|1 
76599|11239|18858|28|73|26|1 
5591|9824|5310|16|73|45|3
81468|10827|5163|40|85|37|4
54204|8293|17728|100|31|9|5
57630|10371|19445|82|16|43|2
47492|11923|2557|32|73|32|1 
33771|10819|11597|52|41|28|1 
27450|9940|19445|68|73|7|1 
27316|7522|19794|42|90|16|1 
7464|7883|5746|21|77|47|5
86180|10229|4461|96|73|1|1 
6702|10998|18408|98|29|34|1 
4487|16748|15779|7|79|42|1 
83336|13460|8397|27|73|34|1 
37750|9333|10623|65|73|31|1 
39843|10245|7711|96|29|10|4
36544|10496|8397|1|73|4|2
86837|11462|8397|31|73|24|1 
71189|12549|12198|1|73|30|1 
59298|9237|8397|8|73|8|2
59806|11158|15430|72|6|30|1 
5325|8696|5746|66|72|39|1 
37242|9647|18938|97|73|6|1 
93983|8072|16818|93|43|6|1 
26264|6057|8397|90|73|30|1 
6423|8087|8397|57|73|24|1 
53859|9019|8397|99|92|48|4
911|8405|8397|28|43|41|1 
68171|10586|14329|1|73|8|1 
40426|9240|8397|86|45|27|2
27827|12551|13072|1|73|42|1 
2951|8325|5746|96|95|10|1 
53348|7920|8397|49|73|25|1 
42030|13629|8397|59|70|9|4
67105|11781|8397|100|29|46|1 
54858|8471|2831|35|73|42|4
88455|13864|6743|74|73|16|4
84121|11557|16589|86|17|14|2
42291|8204|8397|34|95|21|1 
66538|7902|8397|9|36|23|1 
24056|13224|17176|8|73|4|1 
65878|12953|16458|37|73|12|1 
58469|11621|8397|19|73|22|1 
4146|11510|11009|78|63|39|3
74317|7270|540|93|99|41|2
4877|9158|10702|65|73|28|1 
19251|9279|1824|61|31|43|1 
3920|8746|17046|35|97|36|1 
28218|10614|18256|26|73|43|1 
26522|9224|15251|78|73|26|1 
1064|10065|17564|94|73|38|1 
71913|834|8397|72|73|31|1 
99175|9081|5003|63|82|35|4
13014|11860|8397|35|73|48|2
36147|9063|13087|68|92|47|1 
89835|12564|5746|95|14|26|1 
47614|8181|13161|78|73|35|1 
48766|8929|8397|6|31|35|1 
78980|7851|12465|98|73|38|1 
61643|13070|8397|36|55|16|1 
58630|8362|6885|77|73|36|1 
43909|8156|5746|5|73|1|1 
13468|12952|12516|20|54|42|4
1449|9291|17880|24|73|32|1 
12294|11012|8397|63|73|7|1 
70672|6584|8397|30|73|50|3
89549|9818|8397|24|73|21|4
93953|11388|17296|58|73|33|1 
25326|11655|16839|81|17|32|2
26010|8280|17411|4|73|12|2
42262|11474|8397|69|73|13|1 
23698|16988|471|1|61|25|1 
17268|11400|6440|100|85|42|1 
32540|11271|18852|69|92|20|1 
41561|9614|8019|4|73|2|1 
73696|11437|4146|54|61|43|2
63241|10763|76|51|45|46|1 
16172|7753|5936|19|73|27|1 
73213|11932|5696|80|88|26|1 
43687|7329|18585|13|73|49|1 
69365|10056|5746|30|73|25|1 
48812|10893|17334|87|73|35|2
275|8194|16868|8|29|37|1 
19280|8375|11499|89|84|3|1 
73942|10915|14376|40|95|6|1 
59297|8488|8272|79|73|24|4
69482|13136|1702|34|73|3|1 
65100|8050|13072|22|73|6|1 
34335|9868|14039|60|73|40|1 
2945|8369|8397|59|73|36|1 
42345|8682|5746|61|73|9|2
4695|9056|3684|88|73|41|2
52212|11355|18661|56|73|37|1 
45902|8840|8397|66|73|38|4
62662|10772|5045|40|73|44|1 
56603|12034|14837|60|73|31|1 
79718|7763|19624|78|73|13|1 
31968|6359|16108|79|73|19|2
98077|11212|8397|84|73|31|1 
51809|9320|5746|25|59|19|2
75761|11055|6685|40|88|25|1 
88802|7354|8397|88|73|19|3
13004|8706|8686|98|73|3|1 
22584|8749|5310|6|73|40|2
22453|10580|5209|43|92|13|2
75969|6204|8397|31|26|6|2
39799|9514|16719|10|95|14|1 
86269|9278|8397|5|73|34|1 
41646|8439|13602|10|41|26|1 
56230|7973|8397|14|73|38|1 
44070|8801|10191|7|69|33|1 
11837|8947|3006|34|73|43|1 
37361|10291|5912|7|92|10|2
20612|11973|8397|79|73|13|5
1918|9353|16719|35|73|31|2
46228|7780|18615|4|73|44|2
37124|11114|3678|48|73|45|1 
25780|11296|18872|31|98|8|1 
42090|10135|14125|49|47|27|1 
16099|10592|16433|69|49|17|5
2468|8233|16868|74|73|41|1 
751|2252|10540|88|7|43|1 
94346|10177|2715|47|73|44|1 
97052|10185|4973|25|73|5|1 
59724|11823|8397|79|73|26|1 
93086|8436|2718|30|73|50|1 
17561|15926|7066|98|73|48|2
18935|8160|1209|3|93|40|1 
50757|9439|1322|96|63|2|1 
50875|7518|11623|5|73|9|1 
99359|8890|8397|70|73|17|3
77116|12871|5746|20|73|6|5
26770|10033|5746|44|73|15|1 
10635|9289|8910|65|73|7|5
42734|8273|8108|11|73|41|2
19175|13417|14992|19|73|40|1 
63894|9753|8397|17|73|23|1 
64918|11797|16779|64|28|2|1 
3476|10785|8397|80|67|30|1 
85096|7374|234|82|16|13|1 
1417|9775|14681|84|35|33|2
79669|10061|11419|10|75|35|4
35008|12401|7711|18|73|30|1 
48322|12368|8397|36|92|43|1 
26717|10213|8397|43|73|9|1 
41128|11803|12979|48|73|41|1 
15527|10473|17165|93|73|45|1 
53087|9789|6421|57|73|38|2
34366|14029|5139|81|73|35|1 
80221|12874|13879|66|73|35|3
75024|11637|191|11|73|41|2
73244|11823|5696|34|32|43|1 
43014|7457|16719|58|73|45|4
98886|10862|17880|76|70|28|2
26392|7909|19489|50|79|13|1 
49308|11885|9470|12|73|33|1 
11565|6504|1328|24|16|43|1 
67000|7660|16897|7|85|34|5
34960|9946|13518|25|73|31|1 
41044|11620|16579|45|73|21|1 
4876|11462|10098|13|22|16|5
36876|17106|5746|7|73|8|1 
84957|6046|16774|56|73|23|1 
57914|11796|19309|8|73|27|4
54717|10252|13308|19|73|35|1 
46337|10332|6396|40|42|49|2
8418|11180|8397|99|73|1|1 
8728|8724|426|10|21|44|1 
33540|6271|12743|86|43|35|1 
19131|5935|11810|11|97|44|1 
35121|13873|8397|92|73|11|1 
73635|10808|11188|85|73|28|1 
22171|10181|10027|14|32|44|2
90841|13143|17880|44|73|45|1 
43592|13223|12041|21|73|25|3
19549|6475|16347|35|73|47|1 
96509|9203|8397|62|73|25|2
31639|11353|14749|55|31|26|1 
54636|10488|19054|84|58|32|1 
51466|13836|12084|29|73|40|1 
34606|8873|14119|21|73|50|3
15969|7685|15632|85|16|44|1 
18435|11334|5246|9|61|4|1 
76419|10789|11212|74|73|48|1 
44989|9861|4288|28|22|13|5
45999|7081|17809|27|48|36|2
65604|17158|12641|41|41|40|1 
30115|11719|9968|3|73|49|1 
11026|8927|5163|21|95|2|1 
86001|10673|14943|11|73|44|1 
30967|8890|17577|10|73|29|1 
77666|4328|8397|26|85|35|4
57601|11331|5746|33|73|17|2
8269|8276|5575|51|73|4|1 
97350|12425|8397|28|88|3|2
16023|10425|9744|18|73|14|2
38650|7803|5746|5|73|41|3
1396|11903|15475|22|73|26|1 
64284|13562|16614|64|65|48|1 
45213|8772|14689|99|27|41|1 
32496|11096|4355|25|73|48|3
5565|12179|4346|54|73|19|3
24766|12533|6053|47|73|41|1 
90401|8315|8397|99|73|6|3
26846|10725|859|17|73|43|1 
3437|12334|1984|34|73|40|1 
26928|9060|10702|64|44|49|1 
51196|13092|9991|29|73|48|1 
87753|4996|15660|42|73|5|3
6684|12945|279|48|73|12|3
34676|11495|10880|67|20|15|2
4479|11705|8397|21|92|17|2
29393|10670|9476|72|11|37|1 
95486|8152|5936|25|79|11|1 
1904|11260|1129|62|1|31|3
8334|12508|4199|62|10|21|4
62079|6932|74|15|95|41|5
65443|13482|5746|20|73|27|1 
44393|11244|615|41|73|6|5
43209|10598|5696|23|5|36|1 
65515|9824|2978|42|73|12|5
62219|6525|19131|79|73|13|1 
47013|10702|371|40|81|12|5
36742|8386|5696|81|73|36|1 
62307|9162|786|98|95|48|2
36932|8731|12281|14|73|12|4
64673|12628|7934|44|73|38|2
24891|11034|29|41|73|6|1 
27816|10399|8646|86|42|23|1 
69507|11774|12465|77|1|20|1 
60190|12395|7475|14|92|10|1 
98096|12438|18415|87|92|22|1 
13614|11052|11432|27|73|23|1 
22991|12354|6523|85|73|25|1 
66854|8593|5746|28|73|29|1 
85894|13307|8397|16|73|20|3
65505|10685|8397|52|92|11|5
63025|10870|12452|29|73|47|5
47708|11455|6326|77|73|12|1 
66158|6244|10102|73|73|39|2
29268|11076|8397|87|50|6|2
83852|12647|11323|5|73|17|4
32115|10705|8397|30|73|13|1 
97222|8074|8397|87|73|34|2
25730|9395|14837|95|43|2|3
1630|6121|2481|100|92|7|3
56526|8460|5163|32|16|45|1 
10525|10027|3807|78|96|15|4
89846|7679|4476|84|92|37|3
86187|7959|732|12|73|10|1 
33825|9787|19036|40|73|34|1 
36830|11958|18262|85|73|24|1 
17437|8850|17880|85|73|50|1 
23468|12854|18855|51|73|15|2
17765|9025|8397|4|73|19|1 
9956|10840|7998|33|70|24|1 
53641|11626|5320|56|95|15|1 
28366|12846|7013|14|56|11|1 
61785|12651|6714|46|73|38|1 
3754|10667|18198|34|92|19|4
86901|9360|16868|91|79|22|2
3148|7483|14616|90|73|19|1 
13851|10131|7380|59|73|1|2
79482|10328|14271|41|92|31|2
50597|10724|7760|72|73|24|5
65787|9763|8397|30|73|40|5
94979|9399|16719|64|22|6|3
48535|11547|8397|46|73|38|1 
85660|8527|17700|63|73|42|1 
77787|9975|3412|49|73|10|1 
95113|6561|7201|82|73|37|2
25869|10992|16897|81|63|12|2
31934|10859|2997|10|73|27|1 
85029|10106|4483|98|95|6|1 
79113|6291|6022|1|73|1|4
81433|9989|3703|8|93|36|1 
74519|10546|3438|10|38|1|4
47410|8322|1184|100|7|24|5
68151|10662|8397|58|73|34|1 
8894|9478|8397|72|73|5|1 
40820|10273|8397|28|25|27|2
33257|13833|8686|42|42|3|1 
59628|11107|8397|25|37|15|1 
63073|17559|17622|11|73|44|1 
70135|7353|18135|23|17|23|1 
98229|10126|13138|13|46|46|1 
59530|12746|5912|28|40|44|2
72657|11929|629|26|73|27|1 
20787|8120|8397|11|63|42|2
77866|13479|16719|82|73|14|1 
39971|10595|8397|95|73|1|1 
43834|6408|7842|83|73|22|2
11344|15060|8397|44|73|4|2
90601|8358|5746|53|95|34|5
78429|6969|15100|43|73|15|2
12908|12309|19523|94|73|19|4
22343|15596|9988|30|73|37|3
73009|12723|4973|37|62|46|4
37609|7971|5373|67|79|19|1 
84147|8732|13161|77|73|29|2
7239|9355|8397|47|73|11|1 
63968|13516|5746|4|73|32|2
76416|13552|5099|55|73|11|1 
61453|10381|8397|86|73|36|2
9982|9843|16839|62|45|40|1 
98583|9646|8397|70|73|12|2
49638|8283|6256|96|73|26|1 
26445|10346|11408|71|73|21|3
37787|11243|9598|80|97|20|1 
7068|7451|10003|46|16|25|2
60044|6085|2574|93|48|41|3
67223|8736|8397|68|73|1|1 
25823|11477|5746|47|34|3|2
16119|8509|17162|30|73|9|4
54851|11176|10571|52|73|40|5
81742|10919|2682|98|73|30|1 
65482|10748|6885|12|61|2|4
48645|10971|4450|86|73|30|4
26700|11289|19305|48|73|35|4
37202|15998|18289|61|73|42|3
33790|8239|16868|87|85|48|1 
5873|13771|8397|76|16|32|1 
14158|10064|15004|99|16|3|1 
62020|11825|5746|75|68|7|1 
37088|10435|8397|34|73|43|1 
58061|4325|19186|50|48|4|1 
68343|13907|16867|15|22|28|5
17753|9293|6424|35|73|18|1 
71421|9426|8802|31|69|19|4
65615|8763|4192|100|29|5|1 
61444|13995|16347|2|92|50|1 
77239|10600|8397|78|79|37|1 
5011|9661|2391|77|100|10|3
18059|10003|10516|41|73|25|1 
26708|9788|8397|15|73|50|1 
50831|8168|15172|67|92|19|2
82341|11620|6194|46|73|37|1 
17147|8220|17540|4|73|1|1 
64901|7247|7308|21|73|2|1 
89667|11267|2470|88|31|27|1 
42751|6887|14329|14|93|35|1 
14521|11150|3412|11|73|12|1 
8239|9082|5746|40|73|11|5
17810|9730|8539|39|73|6|1 
53870|9016|5936|37|1|1|1 
66072|11311|2511|93|5|9|1 
72282|11228|2537|44|73|5|1 
71398|11928|11742|11|73|23|1 
23030|9908|6488|64|95|20|4
29660|11476|19186|86|43|40|4
75919|539|8397|85|73|44|1 
22258|10391|14284|71|73|43|1 
58100|6970|16719|47|48|40|1 
12038|664|7926|46|73|16|1 
5068|10659|4648|36|22|6|4
97322|7561|4973|36|31|10|1 
98078|8801|268|47|73|39|1 
96602|6336|4520|97|95|39|1 
43040|9911|6509|85|43|25|1 
37002|11185|4027|97|79|18|2
44232|9927|6570|65|16|5|1 
78175|10372|8397|100|73|38|1 
25168|6692|8397|47|73|35|3
56855|9370|13738|46|91|39|2
53135|12304|8397|10|85|34|5
45741|11802|19072|49|73|33|1 
74538|19369|19244|82|73|46|1 
66357|8688|8397|41|59|14|2
15563|11228|7159|14|43|26|1 
32975|7488|12391|24|73|9|1 
4332|8096|8694|92|41|49|3
59617|9889|16589|89|73|30|1 
77002|10049|8397|89|36|2|4
36943|11088|16421|13|73|43|1 
67282|12790|3412|77|73|43|4
55162|8423|18508|90|70|2|5
40841|8893|19445|83|73|45|1 
26171|8057|4769|91|73|18|2
92933|12793|10740|71|95|32|4
50247|8449|4450|44|73|25|1 
28352|8338|2427|18|73|21|2
85367|12099|18028|8|73|29|1 
36594|8079|1328|90|92|10|4
11010|8858|6977|99|37|37|1 
45845|13132|5746|4|73|18|1 
24642|10505|7500|94|33|25|1 
62485|6495|5746|58|100|9|2
83392|13118|2481|63|73|38|1 
10660|11833|6202|14|29|4|1 
66508|8143|2273|15|73|4|2
25851|7628|5746|98|29|21|2
99683|13590|8397|50|73|4|1 
2498|10775|10505|40|85|13|1 
82801|9322|9991|78|93|28|3
94414|19324|6277|17|3|39|1 
72352|8493|8397|5|73|19|1 
70105|8962|19108|45|16|17|2
73365|10435|14405|96|73|16|1 
90100|8532|16719|80|95|15|1 
72382|13687|17880|19|73|34|3
89913|13053|4088|9|73|26|3
85969|11783|5746|3|73|32|3
36491|6797|8397|4|92|45|4
10469|10388|5883|17|50|44|1 
82042|10790|9518|99|16|30|1 
83036|8982|14267|33|71|33|1 
26947|10557|16103|26|95|50|3
84733|12522|3455|68|43|5|2
1592|9941|6917|51|73|37|1 
44967|9539|7899|61|38|1|1 
31778|11203|3412|34|95|9|1 
66378|8214|17989|40|73|36|4
62444|11954|13696|96|97|42|1 
39737|8369|12758|42|73|40|1 
2265|9248|18043|74|73|16|5
82697|9168|8397|43|73|48|1 
13372|7757|2711|80|41|30|1 
82167|10414|8397|44|61|47|2
22968|9608|6885|97|73|20|3
30733|6455|8397|52|73|2|1 
19660|6990|5209|34|73|10|1 
52505|6154|18573|98|95|7|1 
43748|13125|14039|42|92|23|4
16973|9686|16402|60|15|26|1 
60688|11455|4708|68|16|22|3
63628|13591|16868|45|73|6|4
53432|7354|5746|88|73|8|1 
83915|11733|8397|21|73|49|1 
64115|8088|5865|54|73|46|1 
30840|11651|662|34|73|24|3
44215|12417|18198|71|73|43|1 
9080|13888|4973|61|73|44|1 
16433|10203|8397|3|63|28|3
84876|7991|8397|49|73|23|5
89680|14594|14565|44|73|18|3
55297|10871|2245|1|73|36|3
33949|7072|8397|83|95|32|1 
7599|11916|10593|29|48|48|1 
37789|10986|8397|74|85|12|2
82267|11979|13254|9|98|45|1 
15944|9099|5784|30|1|48|5
34732|6213|10563|96|73|2|1 
49926|10984|7871|90|73|18|5
71697|11047|19969|66|73|1|2
30164|7018|5746|86|73|26|1 
62249|10498|17989|10|10|42|1 
54822|8572|4380|51|73|25|5
66548|7810|16802|92|82|39|1 
7838|9125|3823|86|19|34|1 
38673|8067|4543|25|29|39|5
18841|4255|5746|61|92|35|3
14077|12066|17839|57|79|35|1 
68884|10830|10286|70|93|45|1 
70298|19005|6564|33|73|10|1 
39617|8952|11188|89|73|15|1 
63712|4642|12990|12|73|28|5
1217|10459|8397|91|95|37|1 
72605|11802|1051|70|16|34|1 
23938|9787|9026|66|73|6|2
61577|11091|14677|59|73|10|3
80248|8908|8397|57|56|38|5
64982|8268|13465|43|31|30|1 
81317|11894|10491|99|68|17|1 
17895|10325|15077|50|6|18|1 
56400|9504|4288|73|73|31|2
19467|10875|7433|15|73|44|1 
12392|9370|10098|84|19|25|3
5705|7057|14616|75|73|2|1 
54176|12108|9289|85|73|45|4
57040|11040|5595|68|92|1|1 
17460|12486|8397|77|73|43|1 
96372|17470|19426|66|73|49|1 
53629|9988|11871|30|92|4|4
18673|11332|18415|44|49|3|3
32638|8284|16325|69|61|17|1 
25364|6477|3502|1|70|44|3
24485|4625|8397|27|73|1|1 
45819|11588|8397|71|73|22|4
89880|8329|8346|85|11|42|1 
93423|9063|15414|85|73|11|1 
62660|6417|19548|38|73|3|4
77799|10045|14689|73|73|38|1 
54494|10622|11958|80|73|26|1 
97298|7768|5746|83|73|22|1 
96608|6275|957|2|61|10|1 
24451|9051|10740|35|70|18|4
40710|11308|8397|92|73|46|1 
51890|10804|16868|38|73|35|1 
77107|13789|4973|12|69|38|1 
38999|10672|8397|53|81|17|1 
98741|7889|1438|9|29|35|1 
55453|12940|8397|88|61|3|1 
41882|9389|119|61|92|40|1 
4588|11631|2731|40|45|19|1 
96815|9146|5378|72|73|2|1 
4330|5680|5746|97|95|30|1 
85500|10483|16868|25|65|31|1 
45525|8413|17566|52|32|33|1 
69599|6283|8397|34|84|12|1 
19263|10744|8397|38|22|49|2
18927|10028|14422|90|73|45|5
76186|9597|6977|53|92|28|2
77749|11032|16786|7|40|17|1 
65811|10438|8397|49|94|17|4
51069|11622|14655|84|73|42|1 
26142|13155|17162|51|11|8|1 
56906|10630|8397|47|63|28|4
62028|6469|8397|80|16|25|1 
3284|9234|8397|63|63|26|1 
12818|9619|2177|4|73|37|1 
83526|9277|13079|64|92|27|2
29368|11750|4890|54|73|32|1 
72386|9347|5746|21|73|30|1 
49263|11652|311|64|31|4|3
70463|10273|8397|13|73|24|1 
24345|12425|5746|87|73|18|5
85610|9903|8340|1|34|10|2
74428|6726|6383|8|73|41|1 
85490|12175|8397|40|92|2|1 
11188|9611|16868|18|60|14|1 
66900|7188|3170|60|73|30|2
1830|9540|19186|41|73|19|2
58974|10586|8397|19|73|35|2
11694|10414|13219|32|73|4|5
49340|14656|13027|51|73|11|4
67504|3632|1969|55|73|39|2
88859|9515|18534|58|73|47|1 
37355|11767|5813|65|73|41|2
63115|9137|6202|74|73|11|2
87740|6970|5746|41|83|28|1 
22488|7931|12444|10|70|32|1 
6565|6091|4647|1|73|28|2
36933|8953|8802|34|73|41|4
87887|7676|14376|78|73|2|3
77602|10281|8397|54|73|3|4
29195|9688|8397|58|83|8|1 
3562|7398|11792|15|73|45|5
93662|13038|10027|76|50|1|1 
90675|9517|5767|39|26|41|3
32467|9065|8802|70|16|37|2
64772|9408|14951|92|73|14|4
24308|9979|5696|78|23|34|1 
45651|13336|8397|44|73|21|1 
29715|8010|3982|85|73|37|1 
76276|7740|19471|95|73|25|4
20471|7926|14665|1|73|26|1 
54501|9009|3633|22|95|25|4
31679|10776|5135|3|73|50|1 
73814|10673|9991|15|9|16|1 
57992|10263|8397|45|73|13|3
28415|8810|15803|35|61|30|1 
52448|10811|8397|81|73|14|1 
32085|6198|12787|20|21|10|1 
4180|10035|3438|41|73|20|1 
18600|11157|8064|58|95|32|3
85665|8720|713|80|50|30|1 
70153|12462|3474|89|58|11|4
90050|9813|12703|70|16|8|1 
63727|8033|8397|88|54|5|1 
322|10002|17050|100|73|39|2
19155|10752|5743|61|61|27|1 
39811|11677|16719|10|92|36|4
71271|10558|11419|96|22|18|1 
38895|8416|5099|9|43|50|1 
60508|8418|5746|89|92|36|3
47528|10705|8961|46|73|19|1 
77197|11910|8397|66|73|17|2
97352|13898|12643|26|13|8|1 
29474|12147|8272|54|95|26|3
73204|9365|8397|27|73|41|4
28401|6951|16589|77|73|14|2
65541|10707|17176|51|73|14|4
34108|12623|1987|20|73|34|2
75851|9972|16868|47|23|17|1 
93873|10025|17998|34|61|42|2
25442|8998|1011|6|73|27|1 
10788|10270|8397|69|73|3|5
27422|9176|17176|1|44|7|1 
715|7609|10336|9|73|45|1 
20421|9859|6859|74|73|32|2
61296|13052|2838|54|73|10|4
32671|8533|12626|83|25|45|4
25310|7774|2666|40|92|19|1 
16231|6990|13018|62|56|47|5
82757|13688|8397|65|3|7|5
34420|13237|3130|88|73|38|2
99717|6170|629|83|19|33|1 
7338|8977|7076|3|73|35|1 
74777|10176|8397|13|97|36|1 
56329|13775|8397|92|73|35|1 
27148|8865|13929|20|92|11|1 
60701|7595|5936|32|73|49|5
95572|8204|18974|13|73|24|1 
32718|11300|2838|52|46|38|1 
71363|10668|8397|50|49|18|2
49706|10194|14628|18|73|13|1 
45757|11956|12485|24|34|29|1 
93839|8540|15676|56|73|22|1 
54891|13812|17880|23|50|18|1 
41465|8800|8397|7|73|35|2
23777|11023|3005|6|92|37|1 
56864|9991|11377|100|43|3|4
72628|8419|406|8|73|25|2
57161|5216|8429|70|73|8|2
40286|11812|8397|37|73|9|5
40921|10716|2997|60|97|27|1 
58052|9529|12414|82|29|34|4
20968|13103|13187|76|73|31|1 
8121|10138|15194|50|73|16|2
67711|8013|18833|87|43|43|1 
82257|10076|8281|61|92|4|1 
3897|12025|5696|95|90|27|5
74265|10231|1772|89|16|11|1 
99912|7942|14681|11|73|28|1 
62692|11514|8397|64|73|3|1 
63756|6677|17880|77|73|24|3
51006|10550|8562|27|73|38|1 
49848|6209|8397|49|24|9|1 
83213|10516|19305|43|73|6|5
52951|9265|5746|73|9|18|1 
55214|11417|8397|30|21|28|1 
40787|11672|6586|47|36|44|3
94028|11489|5512|62|92|20|1 
3607|7697|8397|64|41|26|4
8096|10165|5391|67|73|45|2
96756|12435|19191|34|95|19|1 
19663|11302|18800|16|7|24|1 
70299|13857|6381|20|95|1|1 
20203|8129|17669|12|73|29|1 
78757|13628|17880|76|32|12|1 
8312|7165|5746|20|95|9|1 
44973|9511|3412|52|73|40|1 
52204|9279|14209|41|82|30|1 
31683|8242|18917|64|66|42|3
68148|10202|5696|63|68|26|3
85123|9676|4238|32|70|23|1 
80513|8522|8397|9|73|38|2
72296|9880|2231|48|73|25|4
48345|12263|5746|34|73|7|1 
31073|13559|17669|28|73|9|1 
61606|8306|4052|86|40|49|2
12977|9203|8397|30|92|35|1 
88229|8168|8397|79|16|40|1 
84742|9196|9643|96|73|9|4
3245|8308|8397|5|73|27|1 
28028|11999|17292|34|85|40|1 
40348|6535|19704|84|81|24|4
93096|8763|15478|82|73|20|5
21769|12692|2920|26|45|30|4
45800|9489|16265|74|73|12|3
191|9528|14191|17|92|27|2
56939|10089|8397|48|73|17|1 
77149|9693|25|52|42|26|1 
47360|10462|8397|72|16|30|1 
73536|8199|8910|18|16|45|3
57051|13162|7331|73|73|15|5
57329|13763|8910|59|73|14|1 
39505|8442|8397|70|43|18|1 
48982|11192|8397|60|35|10|1 
20731|11220|9669|13|52|50|2
65011|7774|4148|25|73|41|1 
9371|13183|11745|3|73|20|3
76628|9881|4433|26|73|6|2
28813|8978|10706|88|73|3|1 
86008|17175|2946|89|42|33|2
42892|10356|18858|72|73|24|1 
623|1312|5746|1|35|44|1 
86991|9497|8397|15|97|34|1 
3032|8134|8397|47|16|10|4
75041|8631|1252|40|32|28|1 
3031|13600|1328|10|73|34|1 
44048|10801|8397|75|43|22|4
44804|11574|15113|91|86|1|1 
5092|10474|5805|49|73|32|1 
3468|13600|19305|82|59|25|1 
2029|10013|1981|57|73|38|1 
26046|11952|16868|57|73|27|5
47416|13229|985|78|48|28|1 
69396|9829|8397|76|73|20|4
84462|6957|18674|97|73|50|1 
47583|9188|6134|30|92|46|4
6522|8514|19359|52|91|45|2
92314|7540|4578|14|73|32|3
39699|6681|6714|16|73|46|1 
92955|10469|16719|43|73|39|1 
34016|14366|1660|77|73|28|1 
